extract,id,country,city,left,bottom,right,top
kansas-city-lawrence-topeka_kansas,d49a6e52ad576b4b8e86ce7a441d19a2,Kansas,Kansas City Lawrence Topeka,-95.946,38.599,-94.048,39.419
saint-john_canada,95dc2187214d439319e523ead84448bb,Canada,Saint John,-52.788,47.498,-52.613,47.63
iqaluit_canada,25ee48d47dcb7639ca2f552f60a58b14,Canada,Iqaluit,-68.652,63.703,-68.364,63.796
mexico-city_mexico,e2fa174799bf581ee7115a36ebb360ee,Mexico,Mexico City,-99.597,18.992,-98.606,19.921
saint-louis_missouri,23e993da98349c2de2eb70dab80648ed,Missouri,Saint Louis,-91.01,38.069,-89.533,39.151
edmonton_canada,83c976629861bb27feee4b2f095e3425,Canada,Edmonton,-114.529,52.941,-112.43,54.213
charlottetown_canada,d8d1bf776289854204ae99a37be89ed9,Canada,Charlottetown,-63.203,46.22,-63.065,46.3
syracuse_new-york,5e03f4162998c405bf329b16e7aee493,New York,Syracuse,-76.375,42.941,-75.946,43.219
philadelphia_pennsylvania,4c1adfc6be674096ae44ababf90a2f6d,Pennsylvania,Philadelphia,-75.572,39.641,-74.641,40.308
dayton_ohio,7e97245fa0d5bae5fad6ad09b9a32b73,Ohio,Dayton,-84.7,39.5,-83.7,40
san-diego-tijuana_mexico,8db511c5f466da7d71dae24885f6e7c8,Mexico,San Diego Tijuana,-117.376,32.312,-116.588,33.078
santa-fe_new-mexico,dc0d0daab46105d16b93c2d9f74e9e13,New Mexico,Santa Fe,-106.114,35.597,-105.863,35.755
vancouver_canada,d8e120bdcfd72ef3914532d1d638e9ba,Canada,Vancouver,-123.29,49.195,-123.02,49.32
eugene_oregon,32f3fd9dbe8fd480a7f41f63e04fae51,Oregon,Eugene,-123.266,43.983,-122.946,44.142
portland_maine,6eb248407c45d329bf44852d9873e937,Maine,Portland,-70.393,43.525,-70.134,43.737
mcallen_texas,13237ffab950245a110a30727f56e095,Texas,Mcallen,-98.494,25.864,-97.218,26.819
barnstable_massachusetts,04b144e967d9cb4556378a49e4d3d95d,Massachusetts,Barnstable,-70.382,41.608,-70.216,41.739
albany_new-york,d486b65259bca5d369ccac0e8a72e355,New York,Albany,-73.898,42.614,-73.725,42.722
chicago_illinois,c3e5f5babb77bc287fa5d5797f567cf6,Illinois,Chicago,-88.505,41.339,-87.066,42.297
calgary_canada,b7cbd4f14b4e9363740875e6a3f9751f,Canada,Calgary,-114.612,50.71,-113.478,51.353
whitehorse_canada,659377a7b0ede241a006e590a78b4900,Canada,Whitehorse,-135.217,60.625,-134.918,60.798
honolulu_hawaii,f94cbcc466ea5b38befca6768114a0fe,Hawaii,Honolulu,-158.35,21.192,-157.592,21.781
hampton-roads_virginia,5131d9a7fe518b78ee6da6478d85c1b0,Virginia,Hampton Roads,-76.663,36.718,-75.918,37.208
salt-lake-city_utah,5e4bb5f7b4a663989c449366a3e94d60,Utah,Salt Lake City,-112.102,40.7,-111.739,40.853
athens_georgia,d0e51227423f0c25115e53a00423a5fd,Georgia,Athens,-83.538,33.847,-83.24,34.041
denver-boulder_colorado,45882bc9da439da61ea47e85cdabd2f7,Colorado,Denver Boulder,-105.746,39.323,-104.334,40.313
albuquerque_new-mexico,deb713316884e13ceec92cf68c9338f4,New Mexico,Albuquerque,-106.882,34.947,-106.471,35.218
saguenay_canada,8c65cd1120990d1ea44c2ab4b24462c7,Canada,Saguenay,-71.297,48.281,-70.838,48.474
dc-baltimore_maryland,192a1be6413f5ce1bf0ca3f1d3f36469,Maryland,Dc Baltimore,-77.599,38.539,-76.058,39.631
san-antonio_texas,c8e921f6ebe581958eb6c46b7cbafb0c,Texas,San Antonio,-98.951,29.109,-97.88,29.951
cleveland_ohio,74ad6d0cf26853858ce3ef35084d5f61,Ohio,Cleveland,-82.485,40.73,-80.798,41.918
shawinigan_canada,7851d27a29c5734353756015d5b9621f,Canada,Shawinigan,-72.81,46.5,-72.69,46.595
detroit_michigan,dcd9df51954c0f90353edbd4ced2188a,Michigan,Detroit,-84.158,41.723,-82.375,43.168
fredericton_canada,be70d3433749a841dbbd84cc9ab285bc,Canada,Fredericton,-66.787,45.891,-66.547,46.024
san-luis-obispo_california,e790593f98b8627a9e277b76e4703a57,California,San Luis Obispo,-120.723,35.233,-120.618,35.312
lincoln_nebraska,8d7fd6f02449be20493e818fcefd2afb,Nebraska,Lincoln,-96.867,40.66,-96.455,40.948
toronto_canada,db5f1e26893df97b5bbf0d36956f5460,Canada,Toronto,-80.161,43.201,-78.717,44.182
louisville_kentucky,511c56e002adaedbd56e86a35136e2d1,Kentucky,Louisville,-85.951,37.997,-85.405,38.375
new-orleans_louisiana,be200c87314396baf5ed7b79f6aa9d3e,Louisiana,New Orleans,-90.653,28.887,-89.11,30.51
cape-canaveral_florida,db867f2c73095659ac62dbe89cf3216e,Florida,Cape Canaveral,-80.944,28.107,-80.213,28.509
windsor_canada,0603ef21f23d82c8bb17a8df97ea9630,Canada,Windsor,-83.114,42.233,-82.89,42.348
lexington_kentucky,fa80da45e66d2e26575a8518b7df93c1,Kentucky,Lexington,-84.809,37.799,-84.232,38.255
little-rock_arkansas,3b0902cfeb1050a5baac5e397a1af245,Arkansas,Little Rock,-92.521,34.626,-92.155,34.822
lafayette_indiana,570fe50dc269e3252209ba216fd2cbf3,Indiana,Lafayette,-87,40.33,-86.75,40.52
guatemala-city_guatemala,0ba2c045579d4232a36916ab08d8a3e9,Guatemala,Guatemala City,-90.715,14.4,-90.35,14.733
richmond_virginia,e336fa2a3f10b07ac6b14fadbbaf57fd,Virginia,Richmond,-77.718,37.373,-77.215,37.695
monterrey_mexico,e36140e4ad4b5d5e0e94987d1231baf9,Mexico,Monterrey,-100.422,25.5,-100.184,25.797
evansville_indiana,c14acc410723436581638aecc23ade58,Indiana,Evansville,-87.747,37.759,-87.237,38.177
champaign_illinois,104a6911ae6b140fe993fce055650041,Illinois,Champaign,-88.403,39.944,-88.133,40.186
greensboro_north-carolina,3fefebfb2ee0324fa45b2bbdafa1db70,North Carolina,Greensboro,-80.034,35.927,-79.595,36.218
haldimand_canada,23aac959a83693bcbfaa48807ec68bbe,Canada,Haldimand,-80.132,42.801,-79.468,43.127
winnipeg_canada,063866dd9da24d31a99503f813aee7da,Canada,Winnipeg,-97.473,49.729,-96.885,50.034
brooklyn_new-york,7b85b5f1d2e95e9fb0988199c7f7f5b7,New York,Brooklyn,-74.057,40.551,-73.833,40.739
hellertown_pennsylvania,a63958e9886bfe4db7329427bf7f5c51,Pennsylvania,Hellertown,-75.368,40.56,-75.318,40.598
santa-monica_california,1d08477fbf29a1e6c38f3aeb2ed7821c,California,Santa Monica,-118.551,33.967,-118.443,34.051
harrisburg_pennsylvania,4cf9d42cccf840f169776a666b6ad31d,Pennsylvania,Harrisburg,-77.07,40.179,-76.709,40.362
santa-ana_california,a74dd2a7537bf9670aa15705f179f6dc,California,Santa Ana,-117.944,33.692,-117.831,33.784
duluth_minnesota,e19f95e6dfdcb20625d316fa2fd8cc00,Minnesota,Duluth,-92.603,46.575,-91.234,47.095
harrisonburg_virginia,ab3d65787266fd0c074ac382198abbd7,Virginia,Harrisonburg,-78.947,38.376,-78.812,38.498
sherbrooke_canada,8d130caa906efc2b44d2783775abf2f0,Canada,Sherbrooke,-72.014,45.343,-71.792,45.465
leon_mexico,ca52d10e0dd81f6ef49fcc1290e45f52,Mexico,Leon,-101.746,21.056,-101.598,21.193
indianapolis_indiana,b7363a38b1f16bb06d1cd15af7b5113b,Indiana,Indianapolis,-86.485,39.454,-85.746,40.134
saskatoon_canada,2e02f349e8903ec7b4986c3f8d395289,Canada,Saskatoon,-106.749,52.073,-106.549,52.204
la-habana_cuba,ecdf70299346a27174c988de572b7152,Cuba,La Habana,-82.462,23.032,-82.278,23.184
palm-beach-county_florida,ba542ee512953b922811435a04dc41bd,Florida,Palm Beach County,-80.886,26.321,-79.974,26.971
madison_wisconsin,4cb97d7ff1753ba5d735336445bc9ab8,Wisconsin,Madison,-89.854,42.801,-88.992,43.343
minneapolis-saint-paul_minnesota,962df61c99c6735301cdbee1801f7afe,Minnesota,Minneapolis Saint Paul,-94.013,44.471,-92.543,45.415
exatepec-de-morelos_mexico,2378250a5ab9d846ce66a581a74ee373,Mexico,Exatepec De Morelos,-99.101,19.484,-98.974,19.659
tijuana_mexico,03fae3ad3236c8dd0dcc74dba3dd0f21,Mexico,Tijuana,-117.125,32.442,-116.862,32.553
providence_rhode-island,e4eae3c19a4af437a123531232fc3c0d,Rhode Island,Providence,-71.51,41.769,-71.311,41.881
juneau_alaska,400f4834dae0b72f294ba715c6815998,Alaska,Juneau,-135.2,57.809,-133.03,58.982
houston_texas,a4e5c27b994533ca392ece28e0f80f47,Texas,Houston,-96.064,28.856,-94.378,30.261
san-francisco-bay_california,ce7167372d4c6afa8a51fb1b5304e1e1,California,San Francisco Bay,-123.64,36.791,-121.025,38.719
wichita_kansas,5c6b0c020c5ce2d9947b42d0e9dc9605,Kansas,Wichita,-97.872,37.231,-96.842,38.117
grassvalley_california,af30722867fc4ffbc1ddb6bc02d17435,California,Grassvalley,-121.3,39.08,-120.88,39.32
pittsburgh_pennsylvania,930a917a43905a933deffa3881de9a99,Pennsylvania,Pittsburgh,-80.711,40.023,-79.249,40.88
trois-rivieres_canada,dd9dced7e186208894a3b6f7de077160,Canada,Trois Rivieres,-72.701,46.294,-72.467,46.428
boise_idaho,092edad9a7ad63be1ae8ad953cf9b98b,Idaho,Boise,-116.211,43.313,-115.911,43.613
iowa-city_iowa,32b150ff3d1400f96d8b976d6bbc3a12,Iowa,Iowa City,-91.616,41.599,-91.463,41.696
orlando_florida,f6fec96cb540f5e8d94fd235f6f9f090,Florida,Orlando,-81.516,28.358,-81.221,28.61
managua_nicaragua,3f18b6de5a3ce5f6cdb9696143709636,Nicaragua,Managua,-86.451,11.826,-85.935,12.25
rochester_new-york,2f338b4c8f66a71bf4f4808d2ce7cf46,New York,Rochester,-77.71,43.089,-77.528,43.213
des-moines_iowa,af6c89a36de78bd5e125307e331af923,Iowa,Des Moines,-93.904,41.486,-93.435,41.781
auburn_alabama,73dfe90e420a5b9a9f35d7846a18bdd4,Alabama,Auburn,-85.543,32.568,-85.408,32.644
columbus_ohio,45310e677add8c8d157c5f89d7a8ea38,Ohio,Columbus,-83.482,39.542,-82.479,40.459
gainesville_florida,b70fe57504932da9a41ca9a56ed12561,Florida,Gainesville,-82.659,29.417,-82.049,29.945
mobile_alabama,3c4ee6e8eed21c4b3b98f0523ed4160e,Alabama,Mobile,-88.363,30.496,-87.832,30.883
puebla_mexico,7d1cf2f8e65d2903d4b56a677d9af0f2,Mexico,Puebla,-98.382,18.876,-98.078,19.149
santa-cruz_california,0501eec9aaa61140a1590d177a443fa3,California,Santa Cruz,-122.155,36.939,-121.89,37.091
redlands_california,7efddd3a2e0f213d37be77d1e0f741bb,California,Redlands,-117.325,33.968,-116.976,34.138
bangor_maine,9e2552d3ddde961f5f0f726065220fe8,Maine,Bangor,-68.871,44.757,-68.643,44.864
tucson_arizona,2d0fbcf74475630d35a9dea4a2815031,Arizona,Tucson,-111.328,31.944,-110.555,32.577
springfield_missouri,d7d5cb25752691dc74fc350c7451e892,Missouri,Springfield,-93.417,37.092,-93.207,37.271
jacksonville_florida,862a3d0201af006f86e221ac5363aaca,Florida,Jacksonville,-82.049,30.103,-81.391,30.586
las-vegas_nevada,35eece24d90898278a9a81dcd6eabf01,Nevada,Las Vegas,-115.581,35.757,-114.211,36.615
savannah_georgia,abc2935b335d3c026b318c553778af3a,Georgia,Savannah,-81.328,31.85,-80.83,32.25
hartford_connecticut,9a91a2e7bcea06f52aa92605ca498d8d,Connecticut,Hartford,-72.711,41.71,-72.565,41.818
fort-collins_colorado,3f87010e6f65ee16f2c9e4b50d5d9841,Colorado,Fort Collins,-105.144,40.478,-104.987,40.618
atlanta_georgia,e34eccff4afbd79b4fec61189407998c,Georgia,Atlanta,-85.386,32.844,-83.269,34.618
port-au-prince_haiti,8f900767269261b9450d6f4d294b2467,Haiti,Port Au Prince,-72.518,18.456,-72.112,18.683
montreal_canada,4248de16aa15db49683fe21c9b022fee,Canada,Montreal,-74.734,44.968,-72.723,46.057
yellowknife_canada,a43181c21f23e278f5771e6f3682a8d8,Canada,Yellowknife,-114.516,62.402,-114.241,62.526
reno_nevada,1a53f5186172d2bfbc1114b0a78c1da5,Nevada,Reno,-120.094,39.309,-119.506,39.769
regina_canada,4fa92eb105a02101eefc0ef7874f4ba7,Canada,Regina,-104.776,50.361,-104.462,50.543
san-jose_california,4cbeb0ade97c6b0586cfe5a49f4be5ca,California,San Jose,-122.046,37.125,-121.589,37.469
asheville_north-carolina,cf581ee145b2b44c04273ce0a29ca459,North Carolina,Asheville,-82.737,35.478,-82.358,35.686
stockton_california,98f0d1b797ccf21f432fed402b7a597d,California,Stockton,-121.42,37.888,-121.184,38.058
banff_canada,790b33c2e3c7b225c0b6e415b01fa41d,Canada,Banff,-115.698,51.128,-115.439,51.228
cincinnati_ohio,d69bcc9b0a968fd2b326e855467607b9,Ohio,Cincinnati,-84.843,38.875,-84.121,39.471
austin_texas,7e438075137015e6e7afe2a512679a16,Texas,Austin,-98.212,29.931,-97.234,30.67
terre-haute_indiana,6d059f54f7e52d593dcc76bf13e000d7,Indiana,Terre Haute,-87.508,39.367,-87.28,39.578
waterloo-region_canada,24a9dfdaec5990bbf96827b94621e685,Canada,Waterloo Region,-80.872,43.263,-80.186,43.694
san-diego_california,1647261d9ebaa1284c927ed4d3262918,California,San Diego,-117.288,32.558,-116.918,32.91
macon_georgia,f8a4d04efe4f2881e668f73c4828f17d,Georgia,Macon,-83.907,32.66,-83.482,32.969
walt-disney-world_florida,2aa83522f988418b5850ff83c20a1893,Florida,Walt Disney World,-81.64,28.243,-81.507,28.442
portland_oregon,6596e76523fdaba4f8a1a5a14fe7ca2b,Oregon,Portland,-123.521,45.096,-122.11,45.897
sioux-city_iowa,083f2fd70c37094991286e4684f8b69a,Iowa,Sioux City,-96.507,42.367,-96.283,42.578
boston_massachusetts,a9014816c71acf8cef7e435450d112c0,Massachusetts,Boston,-71.191,42.228,-70.923,42.42
oklahoma-city_oklahoma,207327b741c89477e1bf2652eba3090b,Oklahoma,Oklahoma City,-97.811,35.274,-97.278,35.713
juarez_mexico,41f730889c0e6c5789f3778487e98e75,Mexico,Juaréz,-106.592,31.524,-106.294,31.784
chattanooga_tennessee,58c41e35daea7fc11165424d922d0b71,Tennessee,Chattanooga,-86.385,34.252,-82.979,35.844
allentown_pennsylvania,74f511ae80a83bfd0b460fdb47d2ed2c,Pennsylvania,Allentown,-75.543,40.55,-75.418,40.623
sacramento_california,87ff67f4a3b6ec1429293a8831dd0876,California,Sacramento,-121.821,38.395,-120.995,38.955
state-college_pennsylvania,a7eb9467bbe6a555264536f14a31a606,Pennsylvania,State College,-78.28,40.572,-77.302,41.106
nashville_tennessee,9417cdd4dfaf1948519d5988e921c8ca,Tennessee,Nashville,-87.743,35.408,-85.778,36.652
santo-domingo_dominican-republic,111cf9378310214951cf5449945c2875,Dominican Republic,Santo Domingo,-70.203,18.314,-69.62,18.685
panama-city_panama,563acadcd9db97374d419c57f5ab2b11,Panama,Panama City,-79.598,8.907,-79.272,9.26
kingston_jamaica,324988df87ea34426d03c9e6d7e0019d,Jamaica,Kingston,-76.859,17.921,-76.692,18.089
memphis_tennessee,af4c3337ba7cc967770e880a31d13179,Tennessee,Memphis,-90.409,34.551,-89.011,35.655
charlotte_north-carolina,95044d421bf83158dd161e3f0768b911,North Carolina,Charlotte,-81.307,34.919,-80.396,35.476
south-lake-tahoe_california,f67361b38b665be20dc4ec517325dbc0,California,South Lake Tahoe,-120.368,38.705,-119.654,39.45
toledo_ohio,c8714d31aff9854df00e8e00634b34d2,Ohio,Toledo,-83.785,41.518,-83.36,41.722
youngstown_ohio,6e15031ba244e5c82c94e3405cf29926,Ohio,Youngstown,-80.712,41.046,-80.56,41.134
kent_ohio,3350cde7164025d3635c5537c9b86aa4,Ohio,Kent,-81.389,41.133,-81.283,41.188
mountain-view_california,ebfdfeae2c4d1f2f21bb526f14a38a28,California,Mountain View,-122.117852,37.35676,-122.035804,37.469887
afghanistan,cbbb9c2335db283c7c06d8fb1ae404de,Afghanistan,,60.403889,29.288333,74.989862,38.5899217
albania,b75a95d9bc140e4743c2bfb19159e865,Albania,,19.0246095,39.5448625,21.1574335,42.7611669
algeria,632cf329385764453b20818c82e0b909,Algeria,,-8.7689089,18.868147,12.097337,37.3962055
andorra,6ea90bd00c5b0111b5c5bd77e1a01be7,Andorra,,1.3135781,42.3288238,1.8863837,42.7559357
angola,feaa4637379779b552db065719280513,Angola,,11.3609793,-18.1389449,24.18212,-4.2888889
anguilla,6c49a870affe1ef1f62b19f4f84a2b27,Anguilla,,-63.7391991,17.9609378,-62.6125448,18.8951194
argentina,e296dd2078f67b814174b9d879f28478,Argentina,,-73.6603073,-55.285076,-53.5374514,-21.6811679
armenia,3872c8c2d146b03bc4a162268c8f288a,Armenia,,43.3471395,38.7404775,46.7333087,41.400712
australia,ca9dc854082ec9252fe338a3531428b0,Australia,,112.2363,-44.3945,155.2172,-9.0882
austria,94b17bc136c66d4e9c605db83bbe4752,Austria,,9.4307487,46.2722761,17.260776,49.1205264
azerbaijan,f8197cbf963780cbe30e08a095478dfe,Azerbaijan,,44.6633701,38.2929551,51.1090302,42.0502947
bahrain,21f8ad4f7652ab39a53373012d432c03,Bahrain,,50.1697989,25.435,51.0233693,26.7872444
bangladesh,8571f66528a5cc8fa06249abd16cb2c2,Bangladesh,,87.9075306,20.2756582,92.7804979,26.7382534
barbados,4fee368efa7638dd46086659e5387bc2,Barbados,,-59.9562114,12.745,-59.1147174,13.635
anguilla,e9fece9152f42d45c2442ce33bcb0215,Belarus,,23.0783386,51.1575982,32.8627809,56.2722235
belgium,73ba2411007c63113da52bcf042c0ea1,Belgium,,2.2889137,49.3969821,6.508097,51.6516667
belize,7bb7ce890ce94e3cb27de5aab13585b9,Belize,,-89.3261456,15.7857286,-87.2098493,18.596001
benin,a7ae4249a4909b8235092dd1fe7a71c7,Benin,,0.676667,5.9398696,3.943343,12.5065612
bermuda,48811f6277462e1a13af4c6d568cbcb0,Bermuda,,-65.2232221,31.9469651,-64.3109841,32.6913693
bhutan,2e94d2b3fdd80b2dc7cd0c540c034fc5,Bhutan,,88.6464724,26.602016,92.2252321,28.346987
bolivia,f1fe9c7ba83f8b5f9a144b4faf05228e,Bolivia,,-69.7450072,-23.0005473,-57.3529999,-9.5689437
bosnia_and_herzegovina,6e00379640fde1bf62b0863a0704d8d0,Bosnia and Herzegovina,,15.6287433,42.4543231,19.7217086,45.3764771
botswana,4c701c9192b2132d2fad42952ba446f8,Botswana,,19.8986474,-27.0059668,29.475304,-17.6781369
brazil,84d8cb8b827869bc429f5dd3764dae27,Brazil,,-74.0830624,-33.9689055,-28.5341163,5.3842873
british_indian_ocean_territory,5e5fec38a67920f1d5767bce83caa125,British Indian Ocean Territory,,70.936504,-7.7454078,72.8020157,-4.9370659
british_virgin_islands,28252559b31a5a86e07a79f0c05e8212,British Virgin Islands,,-65.055961,18.0055311,-63.9597293,19.0503802
brunei,178e4f83f73a4548f7f9c858b72528bc,Brunei,,113.976123,3.902508,115.4635623,5.2011857
bulgaria,06ae8e18c55286513cacc3f76fede4c2,Bulgaria,,22.257337,41.1353929,28.9875409,44.3162214
burkina_faso,4ee655cf61072a6a9392003d1f256a8a,Burkina Faso,,-5.6175099,9.293889,2.50261,15.184
burundi,2ea8ab409db50fa70372cb55c074085a,Burundi,,28.9007401,-4.5693154,30.9495759,-2.2096795
cote_d_ivoire,638a179e83aaeab5bfe174ad7f310929,Cote d'Ivoire,,-8.7017249,4.0621205,-2.3930309,10.840015
cambodia,8803bf3f73fa98c22351b5328e21d6e0,Cambodia,,102.2338282,9.3230459,107.7276788,14.7902471
cameroon,439d152b848dae6f06cecbdba80b7814,Cameroon,,8.2822176,1.5546659,16.2921476,13.183333
canada,3b1a0e6de4cf7badd570029589c3bf1d,Canada,,-141.1027499,41.5765556,-52.223198,83.4362128
cape_verde,833b6af3bf1f4c39f1a8727c61e3e532,Cape Verde,,-25.6731072,14.5066229,-22.3547751,17.507117
cayman_islands,36349b68d5ac92fcec5bd9d065594e22,Cayman Islands,,-81.7313747,18.9620619,-79.4110953,20.0573759
central_african_republic,6f472c43567288a12d6e2d9a468c4889,Central African Republic,,14.3155426,2.1156553,27.5540764,11.101389
chad,b092b2d1bf1eafed766887c4208753c9,Chad,,13.37348,7.34107,24.1,23.5975
chile,fcfdce30b602cf202c52aca43e005357,Chile,,-109.7795788,-56.8249999,-65.9734088,-17.3983997
china,3936ff1cbd50d5fb805893f6fe2690ba,China,,73.3997347,14.8082548,134.8754563,53.6608154
colombia,4a4d13c1272ffae22d6996ed3e0b5d07,Colombia,,-82.1000001,-4.3316871,-66.7511906,16.2219145
comoros,973b02280422a44f1b150ef0aa3fd012,Comoros,,42.925305,-12.7209999,44.8451922,-11.0649999
congo-brazzaville,619fc14764969e25f0dbd5642cbc747f,Congo-Brazzaville,,10.9048205,-5.2358572,18.743611,3.813056
congo-kinshasa,dab4ec12995b65219c7c5e19b76d4498,Congo-Kinshasa,,11.9374291,-13.5590349,31.4056758,5.4920026
cook_islands,72292d63526151d3c3341923f8e137d4,Cook Islands,,-166.1856467,-22.2580699,-157.0154965,-8.6168791
costa_rica,4577e53fda48fc52f15b503e3ad2ca63,Costa Rica,,-87.3722646,5.2329698,-82.4060207,11.3196781
croatia,531609e1e3bf2fb9e2101d86d68f9ea2,Croatia,,13.101983,42.0748212,19.5470842,46.655029
cuba,70f964de7d9daa66edcc0f4d51bfb5f3,Cuba,,-85.2679701,19.5275294,-73.8190003,23.5816972
cyprus,70d30211c5b53dca9fb68ce3c4a3438a,Cyprus,,31.9227581,34.3383706,34.9553182,36.013252
czech_republic,6f8f53dc42653d5c30ce417c17f3b858,Czech Republic,,11.9905901,48.4518144,18.959216,51.1557036
denmark,07f6c803e2188129751e0721c11cee5c,Denmark,,7.6153255,54.3516667,15.6530641,58.0524297
djibouti,325ad0bad24bdc4a49148e7f61956788,Djibouti,,41.6713139,10.8149547,43.7579046,12.8923081
dominica,abec77f282bc3cb16a2024dc3850cd76,Dominica,,-61.7869183,14.9074207,-60.9329894,15.8872222
dominican_republic,6d8c20a50571e85ab9c14faf8e641497,Dominican Republic,,-72.1657709,17.166222,-68.0148509,20.234528
east_timor,26d4df7dd4e42ebc94a83da3648ecf19,East Timor,,123.9415703,-9.6642774,127.6335392,-7.9895458
ecuador,a515969bafe37f7b77f69fc47c28343c,Ecuador,,-92.7828789,-5.1159313,-75.0925039,2.4495499
egypt,a458d10c97baa52163dd63c2dc0ee33e,Egypt,,24.606389,21.8999975,37.2153517,31.9330854
el_salvador,2f3351012fc904f6d54461798c82160c,El Salvador,,-90.2602721,12.9262117,-87.4498059,14.551667
equatorial_guinea,fc51eacc61f4bd9f5f46fa21c99dfd93,Equatorial Guinea,,5.3172943,-1.7732195,11.4598628,4.089
eritrea,69a456d91676a696becf8a3d0e628848,Eritrea,,36.343333,12.2548219,43.4001714,18.1479356
estonia,78580369fc07cf3aa6be737424ac8745,Estonia,,21.2826069,57.4093124,28.3100175,60.0383754
ethiopia,e518dc2bab045a83993069bc5c6ca828,Ethiopia,,32.897734,3.297448,48.0823797,14.9944684
falkland_islands,9b9672a7906c1545afdb20667cb43672,Falkland Islands,,-61.8726771,-53.2186765,-57.2662366,-50.6973006
faroe_islands,9b782e2ebc60b9c387a304671d0faa1a,Faroe Islands,,-7.8983833,61.1880991,-6.0413261,62.5476162
federated_states_of_micronesia,facdb71c6c62bdd0b16c3c5947fffede,Federated States of Micronesia,,137.1234512,0.727,163.3364054,10.391
fiji,8a8866fd8cf8b74bc315655560cf2c17,Fiji,,-180.0999999,-21.3286516,180.1,-12.1613865
finland,9cce61c9f858b395d07e59751c124b07,Finland,,18.9832098,59.3541578,31.6867044,70.1922939
france,fae95809a97487e3f7e4dd61fff6c3c8,France,,-5.4662,41.2632,9.8679,51.2684
gabon,92255deb2a472338eb1ff8331d447fe3,Gabon,,8.4002246,-4.201226,14.639444,2.4182171
georgia,4fbff5ec06d73ae0ebbed3c8f1aaf4b7,Georgia,,39.7844803,40.9552922,46.8365373,43.6864294
germany,4f387f897780692472d6a4bae73074da,Germany,,5.7663153,47.1701114,15.1419319,55.199161
ghana,ed86c6c0e2b597fbc1bb941a880a4bec,Ghana,,-3.3607859,4.4392525,1.3732942,11.2748562
greece,3ae8f300cfa6c02ede44c70c01e30f6c,Greece,,19.1477876,34.6006096,29.8296986,41.8488862
greenland,07f91ee6c6dfb1fd18fa6f9369fa2b43,Greenland,,-74.394555,59.4209376,-9.4914437,83.8491212
grenada,920869c6c2f1e163b671d3185ff03ade,Grenada,,-62.1065867,11.686,-61.0732142,12.6966532
guatemala,5f3610eb13edd380a2badf5a86ac45ae,Guatemala,,-92.4105241,13.5278662,-88.0648019,17.9166179
guernsey,494885a956d4d731373dfca44f4694e1,Guernsey,,-3.1204014,49.1208333,-1.9351849,50.0416066
guinea-bissau,c996e28da9b3e7605f43146ee97ce3d8,Guinea-Bissau,,-16.9945229,10.5514215,-13.5348776,12.7862384
guinea,59258091107566b579ed6da68bc86999,Guinea,,-15.3470907,7.0906045,-7.5381992,12.77563
guyana,0bff08db9103e73f4a384e9ae52178c1,Guyana,,-61.5149049,1.0710017,-56.3689542,8.7038842
haiti,221f90228d10b6eb921e0010d6d1647a,Haiti,,-74.7575356,17.8099291,-71.5221296,20.3181368
honduras,b5cd4a7764cc8168e7c20c45da1bd2e5,Honduras,,-89.4519439,12.879722,-82.0816379,17.719526
hungary,288a2bbedc8ba417419606959c0e8c90,Hungary,,16.0138867,45.637128,22.9974573,48.685257
iceland,16c2cae438435e1b55f9147db8f237e6,Iceland,,-25.1135068,62.9859177,-12.7046161,67.453
india,536b3dcd7f401e229cc3c97c11c40aa1,India,,68.0113787,6.4546079,97.495561,35.7745457
indonesia,4a1e0b69412cf44d7a567176a8b9cfff,Indonesia,,94.6717124,-11.3085668,141.1194444,6.3744496
iran,c67a0abd3b0ed095b1c95286e61f7d08,Iran,,43.9318908,24.7465103,63.4332704,39.8816502
iraq,da622cca422deb0fa50b26dc5f36af0e,Iraq,,38.6936612,28.9612087,48.9412702,37.480932
ireland,7a9d353e6d19f425dc7996a1e5fe3b1d,Ireland,,-11.1133787,51.122,-5.5582362,55.736
isle_of_man,c73b0256496d359171b9763f60af3865,Isle of Man,,-5.2707284,53.745,-3.865406,54.6534288
israel,c1fddf2a0bd8e1a3743b5bb9d64820ce,Israel,,34.1674994,29.3533796,35.9950234,33.4356317
italy,596f63b9c3f5d220cfacf478785e72f4,Italy,,6.5272658,35.1889616,18.8844746,47.1921462
jamaica,70eb1423fd83cbeaf934f96b0d4038b7,Jamaica,,-78.6782365,16.4899443,-75.6541142,18.8256394
japan,f7399dd0ac42fab590f18a3c0b963b8a,Japan,,122.6141754,20.1145811,154.305541,45.8112046
jersey,968f8f357073a0ceb127fc607e27d223,Jersey,,-2.6591666,48.7721667,-1.7333332,49.5605
jordan,70a8e72ef335aee29b3a3996cbc50fa4,Jordan,,34.7844372,29.083401,39.4012981,33.4751558
kazakhstan,c675a73cf36497303a4a18787eed3ceb,Kazakhstan,,46.392161,40.4686476,87.4156316,55.5804002
kenya,60031c31ac3674edfa99af02e7078ceb,Kenya,,33.8098987,-4.9995203,41.999578,4.72
kiribati,d36785ec2c2ba488a6ef3ba0892263d0,Kiribati,,-179.1646,-7.0517,-164.1645,7.9484
kuwait,388013bd03dbd1ba80a61319ddc6298e,Kuwait,,46.4526837,28.4138452,49.1046809,30.2038082
